"","...1","Identifier","plate","adaptor_plate_well_added","...5","Taxon","Collector","Sample Number","Date","Coord 1","Coord 2","Datum","Location","Location Code","Elevation (ft asl)","Voucher","Other Documentation","Other Comments","Extractions","ng/uL","taxa_loc"
"74",74,"PECA17_14","Plate2","D3",100,"Penstemon caryi","Susan Bell","Site 1 - 14","38519","N44 03 09.0","W107 19 04.3","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6223","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37951","6.6 (p.88 BJ)","Penstemon caryi LOC1"
"75",75,"PECA17_15","Plate2","D4",101,"Penstemon caryi","Susan Bell","Site 1 - 15","38519","N44 03 08.5","W107 19 04.3","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6219","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","17.8 (p.116 BJ)","Penstemon caryi LOC1"
"76",76,"PECA17_16","Plate2","D5",102,"Penstemon caryi","Susan Bell","Site 1 - 16","38519","N44 03 05.2","W107 19 00.8","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6232","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","8.6 (p.116 BJ)","Penstemon caryi LOC1"
"77",77,"PECA17_17","Plate2","D6",103,"Penstemon caryi","Susan Bell","Site 1 - 17","38519","N44 03 05.7","W107 19 03.6","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6212","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","20.3 (p.116 BJ)","Penstemon caryi LOC1"
"78",78,"PECA17_18","Plate2","D7",104,"Penstemon caryi","Susan Bell","Site 1 - 18","38519","N44 03 05.8","W107 19 06.8","NA","WY, Bighorn Nat. Forest, Sand Draw","LOC1","6209","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38170","43.6 (p.116 BJ)","Penstemon caryi LOC1"
"79",79,"PECA17_21","Plate2","D8",107,"Penstemon caryi","Susan Bell","Site 2 - 1","38530","N44 34 31.4","W107 33 04.9","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","13.6 (p.116 BJ)","Penstemon caryi LOC2"
"80",80,"PECA17_22","Plate2","D9",108,"Penstemon caryi","Susan Bell","Site 2 - 2","38530","N44 34 31.4","W107 33 04.9","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","21.7 (p.116 BJ)","Penstemon caryi LOC2"
"81",81,"PECA17_23","Plate2","D10",109,"Penstemon caryi","Susan Bell","Site 2 - 3","38530","N44 34 33.5","W107 33 05.6","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","8.3 (p.116 BJ)","Penstemon caryi LOC2"
"82",82,"PECA17_24","Plate2","D11",110,"Penstemon caryi","Susan Bell","Site 2 - 4","38530","N44 34 34.4","W107 33 09.2","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","6.1 (p.116 BJ)","Penstemon caryi LOC2"
"83",83,"PECA17_25","Plate2","D12",111,"Penstemon caryi","Susan Bell","Site 2 - 5","38530","N44 34 44.3","W107 33 12.5","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","10/6 (p.116 BJ)","Penstemon caryi LOC2"
"84",84,"PECA17_26","Plate2","E1",112,"Penstemon caryi","Susan Bell","Site 2 - 6","38530","N44 34 44.1","W107 33 12.4","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","not listed (p.116 BJ)","Penstemon caryi LOC2"
"85",85,"PECA17_27","Plate2","E2",113,"Penstemon caryi","Susan Bell","Site 2 - 7","38530","N44 34 44.7","W107 33 01.1","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","8.0 (p.116 BJ)","Penstemon caryi LOC2"
"86",86,"PECA17_28","Plate2","E3",114,"Penstemon caryi","Susan Bell","Site 2 - 8","38530","N44 34 43.5","W107 33 00.3","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","5.2 (p.116 BJ)","Penstemon caryi LOC2"
"87",87,"PECA17_29","Plate2","E4",115,"Penstemon caryi","Susan Bell","Site 2 - 9","38530","N44 33 17.2","W107 31 33.4","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","20.7 (p.116 BJ)","Penstemon caryi LOC2"
"88",88,"PECA17_30","Plate2","E5",116,"Penstemon caryi","Susan Bell","Site 2 - 10","38530","N44 33 16.4","W107 31 32.2","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37322","6.1 (p.31)","Penstemon caryi LOC2"
"89",89,"PECA17_31","Plate2","E6",117,"Penstemon caryi","Susan Bell","Site 2 - 11","38530","N44 33 17.5","W107 31 31.8","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37933","Not listed","Penstemon caryi LOC2"
"90",90,"PECA17_32","Plate2","E7",118,"Penstemon caryi","Susan Bell","Site 2 - 12","38530","N44 33 16.2","W107 31 30.9","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","37933","not listed","Penstemon caryi LOC2"
"91",91,"PECA17_33","Plate2","E8",119,"Penstemon caryi","Susan Bell","Site 2 - 13","38530","N44 34 46.7","W107 32 30.8","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","9.5 (p.116 BJ)","Penstemon caryi LOC2"
"92",92,"PECA17_34","Plate2","E9",120,"Penstemon caryi","Susan Bell","Site 2 - 14","38530","N44 34 46.7","W107 32 30.8","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","8.4 (p.116 BJ)","Penstemon caryi LOC2"
"93",93,"PECA17_35","Plate2","E10",121,"Penstemon caryi","Susan Bell","site 2 - 15","38530","N44 34 49.6","W107 32 30.4","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","12.6 (p.116 BJ)","Penstemon caryi LOC2"
"94",94,"PECA17_36","Plate2","E11",122,"Penstemon caryi","Susan Bell","Site 2 - 16","38530","N44 34 36.6","W107 32 35.2","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","11.5 (p.116 BJ)","Penstemon caryi LOC2"
"95",95,"PECA17_37","Plate2","E12",123,"Penstemon caryi","Susan Bell","Site 2 - 17","38530","N44 34 37.1","W107 32 35.2","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","5.8 (p.116 BJ)","Penstemon caryi LOC2"
"96",96,"PECA17_38","Plate2","F1",124,"Penstemon caryi","Susan Bell","Site 2 - 18","38530","N44 34 37.2","W107 32 35.2","NA","WY, Bighorn Nat. Forest, Granite/Cabin Creeks","LOC2","ca. 7600; label data not accurate (GPS?)","No voucher","topo & orthophoto with plotted locations, from GIS; photo","NA","38174","7.4 (p.116 BJ)","Penstemon caryi LOC2"
"97",97,"PECA17_43","Plate2","F2",129,"Penstemon caryi","Susan Bell","Site 3 - 3","38546","N44 52 56.3","W107 33 15.7","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38174","10.5 (p.116 BJ)","Penstemon caryi LOC3"
"98",98,"PECA17_44","Plate2","F3",130,"Penstemon caryi","Susan Bell","Site 3 - 4","38546","N44 52 56.7","W107 33 15.3","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38174","11.8 (p.116 BJ)","Penstemon caryi LOC3"
"99",99,"PECA17_45","Plate2","F4",131,"Penstemon caryi","Susan Bell","Site 3 - 5","38546","N44 52 56.7","W107 33 15.3","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38174","6.7 (p.116 BJ)","Penstemon caryi LOC3"
"100",100,"PECA17_46","Plate2","F5",132,"Penstemon caryi","Susan Bell","Site 3 - 6","38546","N44 53 07.8","W107 33 30.9","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","11.0 (p.117 BJ)","Penstemon caryi LOC3"
"101",101,"PECA17_47","Plate2","F6",133,"Penstemon caryi","Susan Bell","Site 3 - 7","38546","N44 53 08.4","W107 33 30.7","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","12.4 (p.117 BJ)","Penstemon caryi LOC3"
"102",102,"PECA17_48","Plate2","F7",134,"Penstemon caryi","Susan Bell","Site 3 - 8","38546","N44 53 09.7","W107 33 31.1","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","12.9 (p.117 BJ)","Penstemon caryi LOC3"
"103",103,"PECA17_49","Plate2","F8",135,"Penstemon caryi","Susan Bell","Site 3 - 9","38546","N44 53 07.9","W107 33 28.0","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","5.1 (p.117 BJ)","Penstemon caryi LOC3"
"104",104,"PECA17_50","Plate2","F9",136,"Penstemon caryi","Susan Bell","Site 3 - 10","38546","N44 53 07.1","W107 33 23.8","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","13.7 (p.117 BJ)","Penstemon caryi LOC3"
"105",105,"PECA17_51","Plate2","F10",137,"Penstemon caryi","Susan Bell","Site 3 - 11","38546","N44 52 06.2","W107 30 54.1","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","7.5 (p.117 BJ)","Penstemon caryi LOC3"
"106",106,"PECA17_52","Plate2","F11",138,"Penstemon caryi","Susan Bell","Site 3 - 12","38546","N44 52 04.8","W107 30 50.5","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","17.1 (p.117 BJ)","Penstemon caryi LOC3"
"107",107,"PECA17_53","Plate2","F12",139,"Penstemon caryi","Susan Bell","Site 3 - 13","38546","N44 52 05.5","W107 30 52.2","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","11.2 (p.117 BJ)","Penstemon caryi LOC3"
"108",108,"PECA17_54","Plate2","G1",140,"Penstemon caryi","Susan Bell","Site 3 - 14","38546","N44 52 04.6","W107 30 42.3","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS","NA","38175","14.4 (p.117 BJ)","Penstemon caryi LOC3"
"109",109,"PECA17_55","Plate2","G2",141,"Penstemon caryi","Susan Bell","Site 3 - 15","38546","N44 52 00.6","W107 30 35.4","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS","NA","38175","10.0 (p.117 BJ)","Penstemon caryi LOC3"
"110",110,"PECA17_56","Plate2","G3",142,"Penstemon caryi","Susan Bell","Site 3 - 16","38546","N44 52 00.2","W107 30 37.2","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","13.7 (p.117 BJ)","Penstemon caryi LOC3"
"111",111,"PECA17_57","Plate2","G4",143,"Penstemon caryi","Susan Bell","Site 3 - 17","38546","N44 52 00.8","W107 30 33.2","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","7.2 (p.117 BJ)","Penstemon caryi LOC3"
"112",112,"PECA17_58","Plate2","G5",144,"Penstemon caryi","Susan Bell","Site 3 - 18","38546","N44 52 02.6","W107 30 29.7","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS","NA","38175","21.3 (p.117 BJ)","Penstemon caryi LOC3"
"113",113,"PECA17_59","Plate2","G6",145,"Penstemon caryi","Susan Bell","Site 3 - 19","38546","N44 52 02.5","W107 30 26.5","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS; habitat photo","NA","38175","22.4 (p.117 BJ)","Penstemon caryi LOC3"
"114",114,"PECA17_60","Plate2","G7",146,"Penstemon caryi","Susan Bell","Site 3 - 20","38546","N44 52 02.2","W107 30 26.1","NA","WY, Bighorn Nat. Forest, Dry Fork Ridge","LOC3","ca. 8200; label data not accurate (GPS?)","No voucher","topo with plotted location, from GIS","NA","38175","13.1 (p.117 BJ)","Penstemon caryi LOC3"
"115",115,"PECI2_01","Plate3","F6",148,"Penstemon cinicola","NA","P128.1","NA","NA","NA","NA","Denver Botanic Gardens, Rock Alpine Garden, CO","LOC1","NA","NA","NA","NA","37765","7.11 (p.9 BJ)","Penstemon cinicola LOC1"
"116",116,"PECO6_01","Plate3","E1",149,"Penstemon confertus","NA","P028.2","NA","NA","NA","NA","Denver Botanic Gardens, Wildflower Treasures","LOC1","NA","NA","NA","NA","37762","12.9 (p.4-BJ)","Penstemon confertus LOC1"
"117",117,"PEDE12_01","Plate3","D12",150,"Penstemon degeneri","NA","P033.1","NA","NA","NA","NA","Denver Botanic Gardens, Research Cold Frame","LOC1","NA","NA","NA","NA","37762","14.2 (p.4-BJ)","Penstemon degeneri LOC1"
"118",118,"PEDE22_02","Plate4","G8",153,"Penstemon debilis","Alex Buerkle","2","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"119",119,"PEDE22_03","Plate4","G9",154,"Penstemon debilis","Alex Buerkle","3","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"120",120,"PEDE22_04","Plate4","G10",155,"Penstemon debilis","Alex Buerkle","4","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"121",121,"PEDE22_05","Plate4","G11",156,"Penstemon debilis","Alex Buerkle","5","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"122",122,"PEDE22_06","Plate4","G12",157,"Penstemon debilis","Alex Buerkle","6","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"123",123,"PEDE22_07","Plate4","H1",158,"Penstemon debilis","Alex Buerkle","7","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"124",124,"PEDE22_08","Plate4","H2",159,"Penstemon debilis","Alex Buerkle","8","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"125",125,"PEDE22_09","Plate4","H3",160,"Penstemon debilis","Alex Buerkle","9","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"126",127,"PEDE22_10","Plate4","H4",161,"Penstemon debilis","Alex Buerkle","10","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"127",128,"PEDE22_11","Plate4","H5",162,"Penstemon debilis","Alex Buerkle","11","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"128",129,"PEDE22_12","Plate4","H6",163,"Penstemon debilis","Alex Buerkle","12","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"129",130,"PEDE22_13","Plate4","H7",164,"Penstemon debilis","Alex Buerkle","13","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"130",131,"PEDE22_14","Plate4","H8",165,"Penstemon debilis","Alex Buerkle","14","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"131",132,"PEDE22_15","Plate4","H9",166,"Penstemon debilis","Alex Buerkle","15","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"132",133,"PEDE22_16","Plate4","H10",167,"Penstemon debilis","Alex Buerkle","16","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"133",134,"PEDE22_17","Plate4","H11",168,"Penstemon debilis","Alex Buerkle","17","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"134",135,"PEDE22_18","Plate4","H12",169,"Penstemon debilis","Alex Buerkle","18","40017","NA","NA","NA","Anvil Points Mine, CO","LOC2","NA","NA","NA","NA","38567","NA","Penstemon debilis LOC2"
"135",136,"PEDE4_01","Plate3","D5",172,"Penstemon deustus","NA","PD001","NA","NA","NA","NA","Wild-collected","LOC1","NA","NA","NA","NA","37775","2.4 (p.10 BJ)","Penstemon deustus LOC1"
"136",137,"PEERE_01","Plate4","D6",174,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","1","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","Field West of Gray's Gable & Crow Dr., Laramie, WY.  PEERE 01-19 Collected west of telephone lines; estimated coordinates","38192","9.2 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"137",138,"PEERE_02","Plate4","D7",175,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","2","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","9.1 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"138",139,"PEERE_03","Plate4","D8",176,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","3","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","8.2 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"139",140,"PEERE_04","Plate4","D9",177,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","4","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","5.1 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"140",141,"PEERE_05","Plate4","D10",178,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","5","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","5.7 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"141",142,"PEERE_06","Plate4","D11",179,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","6","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","7.3 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"142",143,"PEERE_07","Plate4","D12",180,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","7","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","9.1 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"143",144,"PEERE_08","Plate4","E1",181,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","8","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","11.2 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"144",145,"PEERE_09","Plate4","E2",182,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","9","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","9.6 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"145",146,"PEERE_10","Plate4","E3",183,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","10","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","1.89 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"146",147,"PEERE_11","Plate4","E4",184,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","11","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","7.9 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"147",148,"PEERE_12","Plate4","E5",185,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","12","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","7.2 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"148",149,"PEERE_13","Plate4","E6",186,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","13","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","15.0 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"149",150,"PEERE_14","Plate4","E7",187,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","14","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","8.7 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"150",151,"PEERE_15","Plate4","E8",188,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","15","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","7.5 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"151",152,"PEERE_16","Plate4","E9",189,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","16","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","11.1 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"152",153,"PEERE_17","Plate4","E10",190,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","17","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","12.4 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"153",154,"PEERE_18","Plate4","E11",191,"Penstemon eriantherus var eriantherus","Brittany Jenkins & Monia Haselhorst","18","39631","N41 18 58","W105 32 10","NA","Laramie, WY, sec. 36","LOC1","ca. 7260","NA","NA","NA","38192","13.3 (p.123 BJ)","Penstemon eriantherus var eriantherus LOC1"
"154",155,"PEFE_01","Plate3","G3",193,"Penstemon fendleri","NA","P117.1","NA","NA","NA","NA","Denver Botanic Gardens, Sacred Earth","LOC1","NA","NA","NA","NA","37765","10.9 (p.9 BJ)","Penstemon fendleri LOC1"
"155",156,"PEGI4_01","Plate3","A2",194,"Penstemon gibbensii","Bonnie Heidel","EO4-1","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37336","13.0 (p.32)","Penstemon gibbensii LOC1"
"156",157,"PEGI4_02","Plate3","A3",195,"Penstemon gibbensii","Bonnie Heidel","EO4-2","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37924","13.1 (p.86 BJ)","Penstemon gibbensii LOC1"
"157",158,"PEGI4_03","Plate3","A4",196,"Penstemon gibbensii","Bonnie Heidel","EO4-3","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37924","10.5 (p.86 BJ)","Penstemon gibbensii LOC1"
"158",159,"PEGI4_04","Plate3","A5",197,"Penstemon gibbensii","Bonnie Heidel","EO4-4","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37924","11.0 (p.86 BJ)","Penstemon gibbensii LOC1"
"159",160,"PEGI4_05","Plate3","A6",198,"Penstemon gibbensii","Bonnie Heidel","EO4-5","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37924","14.5 (p.86 BJ)","Penstemon gibbensii LOC1"
"160",161,"PEGI4_06","Plate3","A7",199,"Penstemon gibbensii","Bonnie Heidel","EO4-6","38513","N41 31 27","W106 51 35","NA","WY, Sheep Rock near Saratoga","LOC1","7160","No voucher","detailed survey form; photo (at WYNDD)","see field form for verbal description of location","37924","8.3 (p.86 BJ)","Penstemon gibbensii LOC1"
